Unnamed: 0,Id,Predicted_x,Predicted_y,Predicted_x.1,Predicted_y.1,Predicted_x.2,Predicted_y.2,result
20,4957b7070c3a463aaac97f0255ed0ab0,‘로사다운자켓’,‘로사다운자켓’,‘로사다운자켓’,‘로사다운자켓’,‘로사다운자켓’,‘로사다운자켓’,‘로사다운자켓’
21,28b135ddc9374d0083abb9cf3d804017,키프로스 섬,키프로스 섬,키프로스 섬,키프로스 섬,키프로스 섬,키프로스 섬,키프로스 섬
22,f544beba8dcb47f18d736f0ce69e28c0,독일,독일,,독일,독일,마르텔리노는 피렌체의 재주꾼으로 동료 두 명과 함께 독일,독일
23,f7404b2ebbe64cdb803ab288ab0cf2d3,보석,보석,보석,보석,보석,보석,보석
24,c9a926ce025a45fa9ba655be4e613c8e,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕,시칠리아의 귈리엘모 왕
25,c2d94349ad524ef9acefbd092d75395b,부레,부레,부레,부레,부레,부레,부레
26,7a7d300bdf114e328e5731ce8cb460c5,프리오노수쿠스,프리오노수쿠스,프리오노수쿠스,프리오노수쿠스,프리오노수쿠스,프리오노수쿠스,프리오노수쿠스
27,7d65311b295c450eb58a9abffd178f97,이산화탄소,이산화탄소,,이산화탄소,이산화탄소,이산화탄소,이산화탄소
28,962e13268ecd46be82f1bbe431b4e939,척추,척추,척추,척추뼈,척추,척추뼈,척추
29,841f03730b08435b9dd3ad98d1bd32c4,분류학적 접근,분류학적 접근,분류학적 접근,분류학적 접근,분류학적 접근,,분류학적 접근
30,618afa926b90404da7780815c5f20d94,부서지기 쉬운 뼈,부서지기 쉬운 뼈,부서지기 쉬운 뼈,부서지기 쉬운 뼈,부서지기 쉬운 뼈,부서지기 쉬운 뼈,부서지기 쉬운 뼈
31,d644d5af17ff4c45bad483099735f791,손병석,손병석,손병석,손병석,손병석,손병석,손병석
32,53b26110732243d5ba1e8c74aea31890,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’,‘충주 2차 푸르지오’
33,f7846dedab094e7084e76803920655b4,공직자윤리법,공직자윤리법,공직자윤리법,공직자윤리법,공직자윤리법,공직자윤리법,공직자윤리법
34,f6a7e2d5748149e4b35315f3b2741893,8월 20일,8월 20일,20일,8월 20일,8월 20일,8월 20일,20일
35,6d4f9ce3236a4d26bbbb872e2e227891,"""가상 색상""","""가상 색상""",,"""가상 색상""",현실색,,"""가상 색상"""
36,7ae1f3d111ab4a30817469814b1df466,19조원,19조원가량,19조원,19조원,19조원,19조원가량,19조원
37,c1f164bec5174ff1bdbdec67fe5c0c53,9월,9월22일,9월22일,9월22일,9월22일,9월22일,9월22일
38,f117ddf79ac942e8a36d085f04c5a187,소련 헌법,소련 헌법,소련 헌법,소련 헌법,소련 헌법,소련 헌법,소련 헌법
39,e48630c806314c8eb7a6d5d33eee1cc8,인도,인도,인도,인도,인도,인도,인도
40,6ebf82f3c71b435ea05dfee2c928407b,Uraniborg,Uraniborg,Uraniborg,Uraniborg,Uraniborg,Uraniborg,Uraniborg
41,da61c942aa3a4d1aace17bede8589d9b,갈릴레오,갈릴레오,갈릴레오,갈릴레오,갈릴레오,갈릴레오,갈릴레오
42,43c2176877564e0e9d6a3e0eb75cc09e,프라하,프라하,프라하,프라하,프라하,프라하,프라하
43,2a5012ee1b3c4c9eaa84d2452eeef485,히파르코스,히파르코스,히파르코스,히파르코스,히파르코스,히파르코스,히파르코스
44,0552a0dd25154503b017e6247045ff35,‘오이제비우스’,‘오이제비우스’,‘오이제비우스’,‘오이제비우스’,‘오이제비우스’,‘오이제비우스’,‘오이제비우스’
45,21d569cd27bb4cf18085c5f94ea2bf23,577편,577편,577편,577편,577편,577편,577편
46,2a032687135a4b288a281ad6d8e2c5d0,각막 궤양이,각막 궤양이,각막 궤양이,각막 궤양이,각막 궤양이,각막 궤양이,각막 궤양이
47,b945c52cd6644fe3bc92a6cb1c2803c4,셀레우키아크테시폰의 주교,셀레우키아크테시폰의 주교,셀레우키아크테시폰의 주교,셀레우키아크테시폰의 주교,셀레우키아크테시폰,셀레우키아크테시폰 주교,주교
48,03c9a81a94da47c4a891ee673f325544,1500만원,2000만원,2000만원,2000만원,2000만원,2000만원,2000만원
49,3302f6e9bc59434090a8f81d24e5514b,개혁파,교황청 내 개혁파,교황청 내 개혁파,개혁파,개혁파,개혁파,개혁파
50,6eb7feed3c0046ba813182abe4f81b96,조개류,조개류,조개류,조개류,조개류,조개류,조개류
51,2258707f6c644858bdd447c902d93afd,아드레날린,아드레날린,아드레날린,아드레날린,아드레날린,아드레날린,아드레날린
52,7f6ac4e382a040aa80ae0fc99361f98d,6일,6일,6일,6일,6일,6일,6일
53,09d747535dc04ceea4ad49430653621f,레이다,레이다,레이다,레이다,레이다,레이다,레이다
54,24af21f6308943468f3bab391500a9fe,미노프스키 입자,미노프스키 입자,미노프스키 입자,미노프스키 입자,미노프스키 입자,미노프스키 입자,미노프스키 입자
55,839f8fbdb65143eb8a033ed7aee31038,도로스,도로스,도로스,도로스,도로스,도로스,도로스
56,d6e94191b5964358be8520cad202cf29,연방군 수뇌,연방군 수뇌,,연방군 수뇌,연방군 수뇌,연방군 수뇌,연방군 수뇌
57,c1ac377dd25a44cb8978c13830a89e95,샤아 소좌,샤아 소좌,샤아 소좌,샤아 소좌,샤아 소좌,샤아 소좌,샤아 소좌
58,ea0ff4a5d8e8473e87ff84b53199a028,쿠니스,쿠니스,쿠니스,쿠니스,쿠니스,쿠니스,쿠니스
59,9c5ff47bac9f470e86f1b6132978c7c3,더블유파트너스,더블유파트너스,코오롱워터앤솔루션,코오롱워터앤솔루션,더블유파트너스,코오롱워터앤솔루션,코오롱워터앤솔루션
60,f99d14fb4223418ca2233201cc43dd8b,안덕수 관광기업지원실장,안덕수,안덕수,안덕수,안덕수 관광기업지원실장,안덕수,안덕수
61,98ca087afa874cd38a8ee8844857513c,식품위생법,식품위생법,식품위생법,식품위생법,식품위생법,식품위생법,식품위생법
62,8e1e40f545794756b6fd4c71f2639c8b,이디야,투썸플레이스,이디야,이디야,이디야,투썸플레이스,이디야
63,457f9d8816724c9586e1a3f7d47030a1,8개,8개,8개,8개 동의,8개,8개 동의,8개
64,ecc1f6c85d90410cbda01a60beb21d58,10억원,5억원,5억원,10억원,10억원,5억원,5억원
65,4ef2e01ee93f4233803d0328f72b6bab,2004년,2004년,2004년,2004년,2004년,2004년,2004년
66,a7f8e082a70f492abe90a436c278cae4,《대전망 2014》,《대전망 2014》,《대전망 2014》,《대전망 2014》,《대전망 2014》,《대전망 2014》,《대전망 2014》
67,2e7965220b794c128f5799588f78df0f,2009년,2008년,15년,2008년,15년,15년,15년
68,3e95f9648c4d4c33b4321bad59af1bd5,민간인,"군인 부양가족, 민간인들",민간인,민간인,민간인,민간인,민간인
69,a55267f176db4de5a38320367ed1dd55,41개,41개,41개,41개,41개,41개,41개
70,db654100d3224b709c2f295e3a443c55,핵,핵,핵,핵,핵,핵,핵
71,70e8ba63f75d4210872eba40593cf859,데프레닐,데프레닐,데프레닐,데프레닐,데프레닐,데프레닐,데프레닐
72,cc97a7df4a2a49089d0af03f9ba52fe5,미용,미용,미용,미용,미용,미용,미용
73,892ae41317c5454da1508bc485ca06bf,고려은단,고려은단,고려은단,고려은단,고려은단,고려은단,고려은단
74,da9406d63b7e472693f6808f4a9510a6,쿠에농강,쿠에농강,쿠에농강,쿠에농강,쿠에농강,쿠에농강,쿠에농강
75,118ec0d35f7e4229adf395697548441b,TV,50인치 TV,,50인치 TV,50인치 TV,50인치 TV,TV
76,ce4cdee1f91e40d893b6921093f80a88,한국제약협회,한국제약협회,한국제약협회,한국제약협회,한국제약협회,한국제약협회,한국제약협회
77,1afb1f27b7d045e1be95dd695ed0d122,박씨(朴氏),박씨(朴氏),박씨,박씨,박씨,박씨,박씨
78,56244d02af244a0f9e53f93e360c4daf,등산 스틱,등산 스틱,등산 스틱,등산 스틱,등산 스틱,등산 스틱,등산 스틱
79,d767477d74884f6e9b4b00c7af02775b,70선,70선,,70선,70선,,70선
80,d03d1ee0450d4df1bf9ac084b16a6de7,이달 17일,이달 17일,17일,이달 17일,이달 17일,17일,17일
81,66e29b2327cc421bb31d37be0ca66cbc,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트,도쿄 다이칸야마 츠타야 티사이트
82,dd0ab12d9a114116b48632301d7a887d,13시간 35분,13시간 35분,13시간 35분,13시간 35분,8년,13시간 35분,13시간 35분
83,d1289e59884343199ab8f1d4206fdd8b,3000억원,3000억원,3000억원,3000억원,3000억원,3000억원,3000억원
84,ff5d575b472e4262a46baf7da37bdd03,서울지방변호사회,서울지방변호사회,‘법률소비자연맹’,서울지방변호사회,서울지방변호사회,서울지방변호사회,서울지방변호사회
85,b0b46c54c04049638eac9d9800636165,3만원,3만원,3만원,3만원,3만원,3만원,3만원
86,8987a4c74cf147c7b9849cea566ce85e,강승훈,강승훈,,강승훈,강승훈,,강승훈
87,d7bcf607c6d34b5baa2b6fb636c78bfc,칠곡,칠곡,,칠곡,칠곡,,칠곡
88,5adf4dccc7d2406dadf2f5b25c16257b,총 19단계,19단계,19단계,19단계,19단계,19단계,19단계
89,78b9ab3ae85841afb3a09b9d8ed5a248,바리사이파,바리사이파,바리사이파,바리사이파,바리사이파,바리사이파,바리사이파
90,33e30ec59a724e68939a0977bccc864d,이준용,이준용,흥선대원군,이준용,흥선대원군,흥선대원군,흥선대원군
91,24c6e791a5b84c40a3c33fd3d677328f,1919년 3.1 만세 운동,3.1 만세 운동,3.1 만세 운동,1919년 3.1 만세 운동,1919년 3.1 만세 운동,3.1 만세 운동,3.1 만세 운동
92,d2631aedb48b476383ed0b9468d78c6f,박영효,박영효를 총리대신,박영효,박영효,박영효,박영효,박영효
93,82f42d9aa2d94b3ab591c9843258dcfd,초대 교장,강원도관찰사,강원도관찰사,강원도관찰사,조선총독부고등관에 임용되고 강원도도장관,강원도관찰사,강원도관찰사
94,a2f0258f0b5548af8fe5f3855263fd93,임영대군,이기혁,세종대왕의 4남 임영대군(臨瀛大君),이기혁,이기혁,임영대군,이기혁
95,0b753b632aa746a7ba8c104ba19bd5f8,한 살,한 살,한 살,한 살,한 살,한 살,한 살
96,2b7fdce1f6b649d2b0168ad515899fd6,그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI),그래픽 사용자 인터페이스(GUI)
97,e8e5b121a57346a08b832b57fab72eda,'동물','동물','동물','동물','동물','동물','동물'
98,41d5bc55e1b74a9a90e735146ad6fda0,2만3000명,2만3000명,2만3000명,2만3000명,2만3000명,2만3000명,2만3000명
99,53820f0e83f04ee0ab37650fd5b92769,불어,불어,불어,불어,불어,불어,불어
100,0dfaed376831484b9f8dc64c06f8f562,박중양,박중양,박중양,박중양,박중양,박중양,박중양
101,5c1a55177709416591a3903fedeaaaed,시리아 북서부에 있는 바니야스에서 전투,이집트 원정,바니야스에서 전투,시리아 북서부에 있는 바니야스에서 전투,바니야스에서 전투,이집트 원정,바니야스에서 전투
102,0031e1338b1b4c31bbf9e099f68f398d,연 4%,4%,연 4%,연 4%,연 4%,4%,4%
103,54dbbc4eb7674832a12915e770562639,6월5일,지난 6월5일,지난 6월5일,6월5일,6월5일,6월5일,6월5일
104,a55ba03e6f2348608890bb1a5e4f9679,하라 감독,하라 감독,하라 감독,하라 감독,하라 감독,하라 감독,하라 감독
105,d6f8f9a372f3451488f62a9f3e58e0be,에스타디오 아스테카,에스타디오 아스테카,에스타디오 아스테카,에스타디오 아스테카,에스타디오 아스테카,에스타디오 아스테카,에스타디오 아스테카
106,5123bb80ff12415196205c47b3678f26,게르만어파 역사언어학,게르만어파 역사언어학,,인도유럽어학,인도유럽어학,게르만어파 역사언어학,게르만어파 역사언어학
107,7fddd3f93e1e4c94a84a1b88eb1e6ea0,무함마드,무함마드,무함마드,무함마드,무함마드,무함마드,무함마드
108,cfd95c25de75468d8497e2a1995d0116,봉건제,봉건제,봉건제,봉건제,봉건제,봉건제,봉건제
109,6137bfc0e1ad409cbb2b6d5e2f1cf4f8,위원장,위원장,위원장,위원장,위원장,위원장,위원장
110,6f46d341bfa44a7894bdb44e998023bd,도쿄,일본 도쿄,일본 도쿄,일본 도쿄,도쿄,일본 도쿄,도쿄
111,23497ee0f236415282ce307934ceefea,현대해상화재보험,현대해상화재보험,현대해상화재보험,현대해상화재보험,현대해상화재보험,현대해상화재보험,현대해상화재보험
112,f12b3cceb4d9435eaebef990b6453705,독일 인민당,독일 인민당,독일 인민당,독일 인민당,독일인민당,독일 인민당,독일 인민당
113,54e3f0fc460543d387680d0bfd36569a,117.8%,117.8%,117.8%,117.8%,117.8%,117.8%,117.8%
114,ba0baa7950b44d719007ed9b4dca40ea,여름철,여름철,여름철,여름철,여름철,여름철,여름철
115,ca1b726647564317b085d7959f8ccb0f,14건,14건,14건,14건,14건,14건,14건
116,f58a332425bc4cfaa94f12637b67fdb4,2016년,2016년,2016년,2016년,2016년,2016년,2016년
117,e2536556f3644f7e89e885baab6e487b,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’,‘콘테스트 포스트시즌’
118,fa7c91f5281c46b29baa3c2d37e31a54,한미약품,한미약품,한미약품,한미약품,한미약품,동아에스티,한미약품
119,ec64f6eca6ad46a3978ca0fef7a577fd,말레이시아,말레이시아,일본,일본,말레이시아,일본,일본
120,00fd8ee0574640b891cdd7c36d871555,청산염,청산염,청산염,청산염,청산염,청산염,청산염
121,0a961cb0b35f4d6ab4b06057bdcf6a5c,부모의 외동딸,,,외동딸,부모,,외동딸
122,85dc4ac3b6f3480c814f19406bc49cb0,납중독의 위험을 방지하기 위해,납중독의 위험을 방지하기 위해,납중독의 위험을 방지하기 위해,납중독의 위험,납중독의 위험,납중독의 위험,납중독의
123,11f72ac0b9e84c658f6ed3683939326b,2016년 3월 1일,2016년 3월 1일,2016년 3월 1일,2016년 3월 1일,2016년 3월 1일,2016년 3월 1일,2016년 3월 1일
124,0edee34fe2aa43718bff69c2e8c2da3c,Edward E. Jones,Edward E. Jones,Edward E. Jones와 Victor Harris,Edward E. Jones,Edward E. Jones와 Victor Harris,Edward E. Jones,Edward E.
125,07bad6c932554ef7b323634003d5fa19,상호집단관계,상호집단관계에 관한 문헌,상호집단관계에 관한 문헌,상호집단관계,상호집단관계에 관한 문헌 보고,상호집단관계에 관한 문헌,상호집단관계에 관한 문헌
126,c4d7cdc471e64f2799d44aba93c98178,10년,10년,10년,10년,10년,10년,10년
127,5760b28efdc8448289ed5d2756adfa34,19.8%,19.8%,19.8%,19.8%,19.8%,19.8%,19.8%
128,b2347c6893f64f76bb91143813503ada,임지훈,임지훈,임지훈,김범수,임지훈,임지훈,임지훈
129,201f27cf406544869dcc2b2fb9c4f8b6,,게티스버그 전투,게티스버그 전투,게티스버그 전투,게티스버그 전투,게티스버그 전투,게티스버그 전투
130,212e0672b50d4d91b3cc01d4b008b17b,37.5㎑의,37.5㎑의,37.5㎑의,37.5㎑의,37.5㎑의,37.5㎑의,37.5㎑의
131,76a4edcd2fa74814b522e313e3b24c3a,"""집단 극화""",양극화,양극화 되는 경향,모험 이행,모험 이행,양극화,양극화
132,c823b23f30ea4267a2fa6246c6c93a3c,1954년 12월 21일,1954년 12월 21일,1954년 12월 21일,1954년 12월 21일,1954년 12월 21일,1954년 12월 21일,1954년 12월 21일
133,b54a7c56cc0745b196b254c5faae1659,피터 케스카트 왓슨,피터 케스카트 왓슨,피터 케스카트 왓슨,피터 케스카트 왓슨,피터 케스카트 왓슨,피터 케스카트 왓슨,피터 케스카트 왓슨
134,3cb8ed32d05f46b2835d6d354180c566,13시간,13시간,13시간,13시간,13시간,13시간,13시간
135,0eff442422cb46d9bac9dff27a7003e5,베트남,일본,일본,일본,일본,일본,일본
136,cdab288dc16140138cd44b92af841ee1,,,0.9%,,184만원,0.9%,0.9%
137,d7bc00bd288f4d98a13e72cbad1e2fc8,공의 궤적,사포,사포,사포,사포,사포,사포
138,8318245d866c4853ad84cb39b5a0bc67,63.7%,63.7%,63.7%,63.7%,63.7%,63.7%,63.7%
139,3ae8295488ed454f86a9bfbfe02d28d5,2012년,2012년,2012년,2012년,2012년,2012년,2012년
140,61d1137800514fa281b559dadb22e8da,공상은행,중국 공상은행,우리은행,중국 공상은행,중국 공상은행,우리은행,공상은행
141,f114a5ecc25e44cdb2c4230b39d4b8a8,이달 말,이달 말,이달 말,이달 말,이달 말,이달 말,이달 말
142,526af8ec2a814328858440d26d6ec7ed,야기옐론 대학,Nicolaus Nicolai de Thuronia,야기옐론 대학,크라쿠프 대학,크라쿠프 대학,야기옐론 대학,대학
143,f7847570c872434ca26c0ba9edf433a4,파비안 루찬스키,파비안 루찬스키,파비안 루찬스키,파비안 루찬스키,파비안 루찬스키,파비안 루찬스키,파비안 루찬스키
144,8def78ef76354fd389cf30dd0fa1794d,원통형,2부로,2부로,1부,2부로,2부로,2부로
145,0b071589b7a04248b746cf91ca629246,연 1.75%,연 1.75%,연 2.25%,1.75%,1.75%,연 2.25%,1.75%
146,71be5e947b0e4608ac1d2590d33a50e0,1만건,1만건,1만건,1만건,1만건,1만건,1만건
147,c147740f29d64631aa285448794760a3,사회문화,사회문화,사회문화,사회문화,사회문화,사회문화,사회문화
148,1681cf29f10c44f39c1ae1ac6b0507f6,조선무선강습소,1997년,조선무선강습소,조선무선강습소,조선무선강습소,조선무선강습소,조선무선강습소
149,161931539b074fa9b6478cafc3e7de46,발전기,발전기,발전기,발전기,발전기,발전기,발전기
150,43645972bec0477b8a69280ad8304cb6,보육 예산,보육 예산,보육 예산,보육 예산,보육 예산,보육 예산,보육 예산
151,d5de17f7ea8f4478abf65e08012fd29c,전송속도,전송속도,전송속도,전송속도,전송속도,전송속도,전송속도
152,6489a01bea9a4a03ae9be02ee924d0bf,버락 오바마,버락 오바마 미국 대통령,톰 휠러,버락 오바마,톰 휠러,톰 휠러,톰 휠러
153,72abcff83d054cc89bb673bf0ac81625,1억원,1억원,1억원,1억원,1억원,1억원,1억원
154,505860311acb42a38e0dcda8e7e2d64b,51개,51개,51개,51개,51개,51개,51개
155,a7c21be7c40841a8bc585435984cac8d,청주지법,대법원,대법원,대법원,대법원,대법원,대법원
156,22414ffcf1c74f63a7127ccff4b0870c,쉴드 빔,전조등,쉴드 빔,쉴드 빔,전조등,쉴드 빔,쉴드 빔
157,3abd05d039c7443f85cb25c7f8e55a59,산화(전해부식),철분 등의 이종 금속 부착에 의한 산화(전해부식),산화(전해부식),철분 등의 이종 금속 부착에 의한 산화(전해부식),철분 등의 이종 금속 부착에 의한 산화,"내식성이 높지만, 반면 철분 등의 이종 금속 부착에 의한 산화(전해부식)",산화(전해부식)
158,5933901a960843e6a2bb198e795bd655,경제정책국장,부총리 정책보좌관,경제정책국장,정책보좌관,정책보좌관,경제정책국장,정책보좌관
159,0d78a1dbe18c46ec8b9736be2033d68d,김문수,김문수,김용진,김문수,김문수,안일환,김문수
160,97773a3f3b254d3a823fbcab0e88e935,경기 평택,경기 평택,경기 평택,경기 평택,경기 평택,경기 평택,경기 평택
161,dad39c851e784bc780a9fd7f1a6d21f5,25일,25일,25일,25일,25일,25일,25일
162,6dbe801c28114a319f591f05af47b4ba,공화인민당(CHP),공화인민당(CHP),공화인민당(CHP),공화인민당(CHP),공화인민당(CHP),공화인민당(CHP),공화인민당(CHP)
163,0e34ca71d594403b914f6495ae55c7d1,11.9%,11.9%,11.9%,11.9%,11.9%,11.9%,11.9%
164,bacf3e44b37d49ad9d4a63810bb571cc,신테카바이오,신테카바이오(KOSDAQ 226330),신테카바이오(KOSDAQ 226330),신테카바이오(KOSDAQ 226330),신테카바이오(KOSDAQ 226330),신테카바이오(KOSDAQ 226330),신테카바이오(KOSDAQ 226330)
165,c49fcb1836654753a4822f86b1cc3381,조지 닐센,조지 닐센,조지 닐센,조지 닐센,조지 닐센,조지 닐센,조지 닐센
166,8dcef04b80164e86bdd901d4fa92e2ca,지니퍼 굿윈,시몬,,베스 앤,시몬,,시몬
167,211f00f2adac4e4dab99c8693abfb543,지난 1월,지난 1월,지난 1월,1월,지난 1월,지난 1월,1월
168,5f95af3cfec247d2a673e530b8ef37cb,제13대,제13대,제13대,제13대,제13대,제13대,제13대
169,07485303641241a884b9c18aeb339903,베트남,베트남,베트남,베트남,베트남,베트남,베트남
170,054fc6cb018749b793e8f1695fc04a1d,기독교의 확산,기독교의 확산,"기독교의 확산과 관련이 있다. 

서구화는 지난 몇 세기 동안 전세계에 걸쳐 점점 더 큰 영향을 미치고 있으며. 일부 사상가들은 서구화가 현대화",기독교의 확산,기독교의 확산,"기독교의 확산과 관련이 있다. 

서구화는 지난 몇 세기 동안 전세계에 걸쳐 점점 더 큰 영향을 미치고 있으며. 일부 사상가들은 서구화가 현대화",기독교의
171,038100b1cdfc4cd2868d1419128529aa,17세기 조선 시대,17세기,17세기,17세기 조선 시대,17세기 조선 시대,17세기 조선 시대,17세기
172,4e3447f9cfec446a916c6a21768d2a14,네덜란드,네덜란드,네덜란드,네덜란드,네덜란드,네덜란드,네덜란드
173,832c63f772b34f919744e17e1e79c539,고태용,고태용,고태용,고태용,고태용,고태용,고태용
174,2f8f77b51ea3493a9a3c68699a2637f9,2009년 12월,2009년 12월,2009년 12월,2009년 12월,2009년 12월,2009년 12월,2009년 12월
175,fb38d5d0aae04718bdcf8e12f5504d87,‘빨대족’,‘빨대족’,‘빨대족’,‘빨대족’,‘빨대족’,‘빨대족’,‘빨대족’
176,e0bea968f2b7429dbe0896fe4de1fb88,라위스달,라위스달,라위스달,라위스달,라위스달,라위스달,라위스달
177,f657a16a58084f478e757adaf8baefcd,리벤 드 카이,카이저,카이저,리벤 드 카이,카이저,카이저,카이저
178,85c4155e55a74c87b04efb19f5eb5b42,KDB캐피탈,KDB캐피탈,대우증권,"KDB캐피탈, KDB자산운용, KDB생명을 매각하기로 했다. 대우증권",KDB캐피탈,"KDB캐피탈, KDB자산운용, KDB생명을 매각하기로 했다. 대우증권",대우증권
179,82d0d0c2232340a1954623f820e5431c,2011년,2011년,2011년,2011년,2011년,2011년,2011년
180,c834a2382f0b4bcfa663c3773e79cb09,김석동,홍기택,홍기택,홍기택,홍기택,홍기택,홍기택
181,184f957c5ff34677aa28c787fa506f60,30권,30권,30권,30권,30권,30권,30권
182,3a74b7af573341ae97813cf4dd51a1f7,두 번째 100층 이상 건물,,,100층 이상,복합 리조트를 건설하는 사업,,100층 이상
183,0b61759afeaa4b3898b40f7aafb1b964,에베소,에베소,에베소,에베소,에베소,에베소,에베소
184,0b0835cee34741708b35f4532892dbf4,5만2000원,5만2000원,5만2000원,5만2000원,5만2000원,5만2000원,5만2000원
185,e28c92d8f26449c484c1cd6a862c7547,한국,미국,한국,스위스,미국,한국,한국
186,0d72518ed5374e26ade5368c6866f589,1시간,1시간,1시간,1시간,1시간,1시간,1시간
187,139d095460cc4f2689705048b1bb1ec3,5일,5일,5일,5일,5일,5일,5일
188,9e56bb135906409b8bc0b1657e5b44ab,세아특수강,세아특수강,세아특수강,세아특수강,세아특수강,세아특수강,세아특수강
189,68af9621281d4defa1ff8969f0085dc9,2500억원,2500억원,2500억원,2500억원,2500억원,2500억원,2500억원
190,26977c1ecdb947cab8f1af1f95c77f5c,34개,34개,34개,34개 국가 중 최근 5년간 법인세율을 올린 국가는 6개국,34개,34개,34개
191,3eb5d5eb08494d15a73ffcb853ca9544,정교회 교리,정교회 교리,"기독교, 특히 정교회 교리",정교회 교리,정교회 교리,"기독교, 특히 정교회 교리",정교회 교리
192,6d2052a0fb0e4333b031686e0e8f5d6b,증권업,증권업,증권업,증권업,증권업,증권업,증권업
193,cca4cc6f0b794e1b8462bfbaed63d2d6,절도사,절도사,절도사,절도사,절도사,절도사,절도사
